1.6244108,0.3268752,3.5302388
1.6930582,0.1390452,3.4233395
1.7701070,-0.0456071,3.3214323
1.8563255,-0.2259034,3.2280616
1.9529674,-0.4016199,3.1487229
2.0596727,-0.5701022,3.0767011
2.1778553,-0.7320683,3.0187231
2.3067991,-0.8856950,2.9581924
2.4444499,-1.0290030,2.8937950
2.5921971,-1.1642577,2.8152723
2.7476476,-1.2899304,2.7230306
2.9098092,-1.4048088,2.6211739
3.0801428,-1.5087723,2.5111284
3.2578694,-1.5994170,2.3903051
3.4428057,-1.6729908,2.4097153
3.6349855,-1.7284322,2.4604464
3.8324101,-1.7653459,2.4972648
4.0301548,-1.7839633,2.5628069
4.2302107,-1.7868003,2.6647867
4.4307240,-1.7773589,2.8079864
4.6291313,-1.7603437,2.9480133
4.8283362,-1.7375468,3.0871614
5.0263802,-1.7102881,3.2250350
5.2240601,-1.6794832,3.3633868
5.4214166,-1.6460778,3.5019884
5.6183273,-1.6109976,3.6390529
5.8150806,-1.5749538,3.7191787
6.0116710,-1.5385924,3.6843614
6.2085630,-1.5023340,3.5737883
6.4047469,-1.4666520,3.4264827
6.6020587,-1.4311768,3.2651829
6.7987631,-1.3954507,3.0962745
6.9946966,-1.3578424,2.9175128
7.1908509,-1.3154351,2.7295162
7.3841760,-1.2654901,2.5420152
7.5740918,-1.2043341,2.3587718
7.7595956,-1.1278445,2.2183009
7.9354480,-1.0336694,2.1092923
8.0981938,-0.9195695,2.0362170
8.2452633,-0.7835377,2.0468414
8.3715754,-0.6289581,2.0703498
8.4754549,-0.4588334,2.0979455
8.5560787,-0.2762569,2.1223348
8.6130876,-0.0850288,2.1533144
8.6471988,0.1112571,2.2164480
8.6613538,0.3105058,2.3121960
8.6591084,0.5111022,2.4396526
8.6440914,0.7096613,2.5965504
8.6193787,0.9077322,2.7582765
8.5874209,1.1058235,2.9226744
8.5506370,1.3019687,3.0868555
8.5103396,1.4976312,3.2471228
8.4674856,1.6936611,3.4044764
8.4233565,1.8882180,3.5537813
8.3781996,2.0832023,3.6982221
8.3326400,2.2780852,3.8378501
8.2870731,2.4727967,3.9686223
8.2417314,2.6676761,4.0958704
8.1969383,2.8625913,4.2165990
8.1529283,3.0578751,4.3329858
8.1103283,3.2526661,4.4467790
8.0691724,3.4484449,4.5557478
8.0294933,3.6441558,4.6623888
7.9909563,3.8402904,4.7666893
7.9534743,4.0366192,4.8674200
7.9169575,4.2331311,4.9667265
7.8813150,4.4298403,5.0640069
7.8464673,4.6266300,5.1591977
7.8122792,4.8236252,5.2533810
7.7786543,5.0206616,5.3459323
7.7454456,5.2177759,5.4195427
7.7124930,5.4149908,5.4696780
7.6796518,5.6121492,5.3478425
7.6467199,5.8093341,5.2252782
7.6134896,6.0064629,5.1019615
7.5797089,6.2034927,4.9777629
7.5450842,6.4003745,4.8533567
7.5092899,6.5970409,4.7287036
7.4719585,6.7934306,4.6043441
7.4326873,6.9894177,4.4803282
7.3910202,7.1849176,4.3575066
7.3464457,7.3798463,4.2361684
7.2984765,7.5738499,4.1158899
7.2464376,7.7671173,3.9983717
7.1898350,7.9589549,3.8819760
7.1281229,8.1488282,3.7670068
7.0602870,8.3374084,3.6538322
6.9861224,8.5229487,3.5413577
6.9048652,8.7052709,3.4297439
6.8153747,8.8847116,3.3193144
6.7177686,9.0589925,3.2112359
6.6114644,9.2274381,3.1066463
6.4948335,9.3907240,3.0114922
6.3688236,9.5459352,2.9260248
6.2334034,9.6922146,2.8508772
6.0883225,9.8292304,2.7870499
5.9339722,9.9562522,2.7288462
5.7717317,10.0718963,2.6669072
5.6014563,10.1755411,2.6020923
5.4223179,10.2658282,2.5362032
5.2375856,10.3388903,2.4672204
5.0456766,10.3932987,2.4503661
4.8478416,10.4279614,2.4617379
4.6488238,10.4425240,2.4751665
4.4492936,10.4377034,2.4866587
4.2499540,10.4140470,2.4956093
4.0549561,10.3726546,2.4918670
3.8637653,10.3137914,2.5101945
3.6781885,10.2386701,2.5500804
3.4994823,10.1491803,2.6217764
3.3274026,10.0469696,2.6977888
3.1624562,9.9337958,2.7718645
3.0046884,9.8103385,2.8428640
2.8555302,9.6782667,2.9115085
2.7131359,9.5361934,2.9792450
2.5800759,9.3869912,3.0481313
2.4561206,9.2311347,3.1191092
2.3394109,9.0667919,3.1954041
2.2320826,8.8980493,3.2758249
2.1334505,8.7259995,3.3612792
2.0413514,8.5491852,3.4528094
1.9550967,8.3693037,3.5472637
1.8734741,8.1883706,3.6422503
1.7954996,8.0054455,3.7369220
1.7214013,7.8194889,3.8307223
1.6517307,7.6299749,3.9233888
1.5888472,7.4425647,4.0136178
1.5306438,7.2509246,4.1023042
1.4776327,7.0564991,4.1895499
1.4306686,6.8634306,4.2737190
1.3882980,6.6671060,4.3566586
1.3509584,6.4707839,4.4371107
1.3180567,6.2732767,4.5153377
1.2893722,6.0752251,4.5920690
1.2645592,5.8765129,4.6653718
1.2433603,5.6777994,4.7375507
1.2253842,5.4782600,4.8063543
1.2104275,5.2786439,4.8732372
1.1982287,5.0795816,4.9379377
1.1883386,4.8788670,4.9995631
1.1804681,4.6801329,5.0597797
1.1741179,4.4803142,5.1174625
1.1693684,4.2810348,5.1730436
1.1664579,4.0813070,5.2273009
1.1656606,3.8815000,5.2798122
1.1669657,3.6817172,5.2998426
1.1704025,3.4816320,5.2923780
1.1760319,3.2820738,5.2012913
1.1839938,3.0823636,5.1079284
1.1944407,2.8823889,5.0126141
1.2074362,2.6832674,4.9114544
1.2231321,2.4838555,4.8076343
1.2415627,2.2847186,4.6997634
1.2627800,2.0860567,4.5874366
1.2869498,1.8874215,4.4731375
1.3141641,1.6894644,4.3552503
1.3447281,1.4918625,4.2361971
1.3789796,1.2948517,4.1161143
1.4173513,1.0986867,3.9961011
1.4604274,0.9034396,3.8766832
1.5088223,0.7094741,3.7588889
1.5632492,0.5171470,3.7155189
1.6244108,0.3268752,3.5302388
